PRODUTOS,CARACTERISTICAS
52-13-4819-09041,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: OMBRO_UNICO;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: OFF_WHITE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-13-5462-09258,{COMPRIMENTO: LONGA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-13-5463-09050,{COMPRIMENTO: LONGA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: ROSA;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-13-5464-8259,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: VERMELHO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5220-0005,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: FLARE;DECOTE_OU_GOLA: V;AMARRACAO: SIM_NA_LATERAL;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
52-13-4943-0005,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: BUFANTE;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
03-56-0046-09256,{COMPRIMENTO: LONGA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: AMARELO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5404-04501,{COMPRIMENTO: MEDIA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5657-09281,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: VERMELHO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5349-0005,{COMPRIMENTO: LONGA; MODELAGEM: AJUSTADA; COMPRIMENTO_MANGA: SEM_MANGA; TIPO_MANGA: N/A; DECOTE_OU_GOLA: V; AMARRACAO: N/A; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL;}
52-13-4927-09040,{COMPRIMENTO: LONGA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-13-4926-0015,{COMPRIMENTO: CURTA; MODELAGEM: AJUSTADA; COMPRIMENTO_MANGA: COMPRIDA; TIPO_MANGA: N/A; DECOTE_OU_GOLA: REDONDA; AMARRACAO: N/A; COR_PREDOMINANTE: CINZA; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: BASICO;}
52-13-5009-0005,{COMPRIMENTO: CURTA; MODELAGEM: AJUSTADA; COMPRIMENTO_MANGA: COMPRIDA; TIPO_MANGA: N/A; DECOTE_OU_GOLA: REDONDA; AMARRACAO: N/A; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: BASICO;}
52-13-4936-6027,{COMPRIMENTO: LONGA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: GOLA_ALTA;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-13-5233-0005,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: GOLA_ALTA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-13-5200-0024,{COMPRIMENTO: LONGA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-13-4821-0005,{COMPRIMENTO: LONGA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-13-5333-0005,{COMPRIMENTO: LONGA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: RETO;AMARRACAO: SIM_NA_LATERAL;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
52-13-5355-09249,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: HALTER;AMARRACAO: N/A;COR_PREDOMINANTE: LARANJA;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-4822-0023,{COMPRIMENTO: CURTA; MODELAGEM: AJUSTADA; COMPRIMENTO_MANGA: COMPRIDA; TIPO_MANGA: N/A; DECOTE_OU_GOLA: GOLA_ALTA; AMARRACAO: N/A; COR_PREDOMINANTE: CINZA; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: BASICO;}
52-13-5563-04113,{COMPRIMENTO: LONGA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: OMBRO_UNICO;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5271-0005,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5366-0005,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: OMBRO_A_OMBRO;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: SIM_NA_LATERAL;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5281-0005,{COMPRIMENTO: LONGA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-13-4908-09041,{COMPRIMENTO: LONGA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-13-4907-0005,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-4929-0005,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: OMBRO_UNICO;DECOTE_OU_GOLA: U;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-13-5353-09258,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: HALTER;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5475-09538,{COMPRIMENTO: LONGA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: FLARE;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: N/A;ESTAMPA: ANIMALPRINT_ONCA;ESTILO: CASUAL;}
52-13-5182-0002,{COMPRIMENTO: LONGA; MODELAGEM: AJUSTADA; COMPRIMENTO_MANGA: COMPRIDA; TIPO_MANGA: REGULAR; DECOTE_OU_GOLA: V; AMARRACAO: N/A; COR_PREDOMINANTE: BRANCO; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: BASICO;}
52-13-5182-0005,{COMPRIMENTO: LONGA; MODELAGEM: AJUSTADA; COMPRIMENTO_MANGA: COMPRIDA; TIPO_MANGA: N/A; DECOTE_OU_GOLA: V; AMARRACAO: N/A; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: BASICO;}
52-13-5461-09253,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5327-0024,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: SIM_NA_FRENTE;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
52-13-5386-0005,{COMPRIMENTO: CROPPED;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-13-5331-09542,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: CASUAL;}
52-13-5277-09246,{COMPRIMENTO: CURTA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: HALTER;AMARRACAO: SIM_NA_FRENTE;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5276-8259,{COMPRIMENTO: CURTA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: HALTER;AMARRACAO: SIM_NA_FRENTE;COR_PREDOMINANTE: VERMELHO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5286-0005,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
52-13-5424-04501,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: V;AMARRACAO: SIM_NA_FRENTE;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
52-13-5316-09244,{COMPRIMENTO: LONGA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: FLARE;DECOTE_OU_GOLA: V;AMARRACAO: SIM_NA_FRENTE;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: MEDIO;ESTAMPA: ABSTRATO;ESTILO: CASUAL;}
52-13-5416-5471,{COMPRIMENTO: CURTA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: ROSA;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5365-0024,{COMPRIMENTO: LONGA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: FLARE;DECOTE_OU_GOLA: V;AMARRACAO: SIM_NA_FRENTE;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5287-09552,{COMPRIMENTO: LONGA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: AMARELO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: LISTRADO_HORIZONTAL;ESTILO: CASUAL;}
52-13-5285-0024,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: BUFANTE;DECOTE_OU_GOLA: V;AMARRACAO: SIM_NA_FRENTE;COR_PREDOMINANTE: OFF_WHITE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
52-13-4941-0005,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: GOLA_ALTA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-13-5369-09550,{COMPRIMENTO: CURTA; MODELAGEM: SOLTA; COMPRIMENTO_MANGA: COMPRIDA; TIPO_MANGA: REGULAR; DECOTE_OU_GOLA: V; AMARRACAO: N/A; COR_PREDOMINANTE: VERDE; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: MEDIO; ESTAMPA: FLORAL; ESTILO: CASUAL;}
52-39-0257-0005,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-13-5330-09541,{COMPRIMENTO: CURTA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: PEQUENO;ESTAMPA: FLORAL;ESTILO: FESTIVO;}
52-13-5412-09246,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: LISTRADO_HORIZONTAL;ESTILO: CASUAL;}
52-13-5411-0024,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: OFF_WHITE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-10-5258-0005,{COMPRIMENTO: CURTA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5120-0005,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5324-04356,{COMPRIMENTO: LONGA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: AMARELO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-13-5367-03344,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: OMBRO_UNICO;DECOTE_OU_GOLA: HALTER;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-06-0631-09247,{COMPRIMENTO: CURTA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-06-0667-0005,{COMPRIMENTO: LONGA; MODELAGEM: SOLTA; COMPRIMENTO_MANGA: CURTA; TIPO_MANGA: KIMONO; DECOTE_OU_GOLA: REDONDA; AMARRACAO: N/A; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL;}
52-13-5558-04091,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: OMBRO_UNICO;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: AMARELO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
52-13-5559-0005,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: OMBRO_UNICO;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5400-0024,{COMPRIMENTO: CURTA; MODELAGEM: SOLTA; COMPRIMENTO_MANGA: CURTA; TIPO_MANGA: REGULAR; DECOTE_OU_GOLA: REDONDA; AMARRACAO: N/A; COR_PREDOMINANTE: OFF_WHITE; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: BASICO;}
52-06-0642-09244,{COMPRIMENTO: CROPPED;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-06-0641-0024,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-10-5141-0024,{COMPRIMENTO: CURTA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: MEIA_MANGA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-06-0639-09538,{COMPRIMENTO: CROPPED;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: ANIMALPRINT_COBRA;ESTILO: CASUAL;}
52-06-0643-0024,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-06-0713-0005,{COMPRIMENTO: CURTA; MODELAGEM: SOLTA; COMPRIMENTO_MANGA: CURTA; TIPO_MANGA: REGULAR; DECOTE_OU_GOLA: REDONDA; AMARRACAO: N/A; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: BASICO;}
52-06-0674-09253,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-06-0636-0024,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-06-0637-0005,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
